"id_distributor","id_cabang","id_invoice","tanggal","id_customer","id_barang","jumlah_barang","unit","harga","level","nama","id_cabang_sales","cabang_sales","tipe_group","kode_barang","nama_tipe","kode_lini","lini","revenue","kode_barang-2","sektor","nama_barang","tipe","nama_tipe-2","kode_lini-2","lini-2","kemasan","nama_barang-2"
"TA","CAB03","IN6254","2022-02-02","CUST55544","BRG0005",12,"DUS","5.65","Company","KLINIK DR. ANDRI","CAB08","Lampung","Klinik","BRG0005","Produk jadi",203,"SLCYL",67800,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"EPM","CAB04","IN6171","2022-02-03","CUST55545","BRG0006",25,"DUS","2.82","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0006","Produk jadi",205,"OGB & PH",70500,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"TD","CAB05","IN6002","2022-02-04","CUST55546","BRG0007",14,"DUS","4.59","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0007","Produk jadi",206,"ETIKAL",64260,"BRG0007","P","ERGOTAMINE COFFEINE","ZPJ1","Produk jadi",206,"ETIKAL","BOTOL","ERGOTAMINE COFFEINE"
"TA","CAB06","IN6261","2022-02-05","CUST55547","BRG0008",24,"DUS","3.99","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0008","Produk jadi",204,"MARCKS",95760,"BRG0008","P","TETRACYCLINE KAPSUL 250 MG","ZPJ1","Produk jadi",204,"MARCKS","KAPSUL","TETRACYCLINE KAPSUL 250 MG"
"EPM","CAB07","IN6088","2022-02-06","CUST55548","BRG0009",10,"DUS","5.78","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0009","Produk jadi",207,"VNS",57800,"BRG0009","P","AMBROXOL HC","ZPJ1","Produk jadi",207,"VNS","BOTOL","AMBROXOL HC"
"TD","CAB08","IN6181","2022-02-07","CUST55549","BRG0010",130,"DUS","6.94","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0010","Produk jadi",208,"SLCYL",902200,"BRG0010","P","PARACETAMOL","ZPJ1","Produk jadi",208,"SLCYL","BOTOL","PARACETAMOL"
"TA","CAB09","IN6135","2022-02-08","CUST55550","BRG0001",12,"DUS","1.17","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0001","Produk jadi",206,"OGB & PH",14040,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"EPM","CAB10","IN5988","2022-02-09","CUST55551","BRG0002",10,"DUS","2.34","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0002","Produk jadi",203,"ETIKAL",23400,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TD","CAB01","IN6234","2022-02-10","CUST55552","BRG0003",67,"DUS","10.69","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0003","Produk jadi",210,"MARCKS",716230,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TD","CAB01","IN6319","2022-02-11","CUST55553","BRG0004",98,"DUS","8.70","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0004","Produk jadi",201,"VNS",852600,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TA","CAB02","IN6006","2022-02-12","CUST55554","BRG0005",5,"DUS","5.65","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0005","Produk jadi",203,"SLCYL",28250,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"EPM","CAB03","IN6147","2022-02-13","CUST55555","BRG0006",4,"DUS","2.82","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0006","Produk jadi",205,"OGB & PH",11280,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"TD","CAB01","IN6129","2022-02-14","CUST55556","BRG0001",8,"DUS","4.59","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0001","Produk jadi",206,"OGB & PH",36720,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TA","CAB01","IN5986","2022-02-15","CUST55557","BRG0002",9,"DUS","3.99","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0002","Produk jadi",203,"ETIKAL",35910,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"EPM","CAB02","IN6026","2022-02-16","CUST55558","BRG0003",21,"DUS","5.78","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0003","Produk jadi",210,"MARCKS",121380,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TD","CAB03","IN6224","2022-02-17","CUST55559","BRG0004",22,"DUS","6.94","Company","KLINIK DR. ANDRI","CAB08","Lampung","Klinik","BRG0004","Produk jadi",201,"VNS",152680,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TA","CAB04","IN6087","2022-02-18","CUST55560","BRG0001",12,"DUS","1.17","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0001","Produk jadi",206,"OGB & PH",14040,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"EPM","CAB05","IN6096","2022-02-19","CUST55561","BRG0002",25,"DUS","2.34","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0002","Produk jadi",203,"ETIKAL",58500,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TD","CAB06","IN6034","2022-02-20","CUST55562","BRG0003",14,"DUS","10.69","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0003","Produk jadi",210,"MARCKS",149660,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TD","CAB07","IN6231","2022-02-21","CUST55563","BRG0004",24,"DUS","8.70","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0004","Produk jadi",201,"VNS",208800,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TA","CAB08","IN6260","2022-02-22","CUST55564","BRG0005",10,"DUS","5.65","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0005","Produk jadi",203,"SLCYL",56500,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"EPM","CAB09","IN6302","2022-02-23","CUST55565","BRG0006",120,"DUS","2.82","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0006","Produk jadi",205,"OGB & PH",338400,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"TD","CAB10","IN6061","2022-02-24","CUST55566","BRG0007",12,"DUS","4.59","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0007","Produk jadi",206,"ETIKAL",55080,"BRG0007","P","ERGOTAMINE COFFEINE","ZPJ1","Produk jadi",206,"ETIKAL","BOTOL","ERGOTAMINE COFFEINE"
"TA","CAB01","IN6011","2022-02-25","CUST55567","BRG0008",10,"DUS","3.99","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0008","Produk jadi",204,"MARCKS",39900,"BRG0008","P","TETRACYCLINE KAPSUL 250 MG","ZPJ1","Produk jadi",204,"MARCKS","KAPSUL","TETRACYCLINE KAPSUL 250 MG"
"EPM","CAB01","IN6275","2022-02-26","CUST55568","BRG0009",67,"DUS","5.78","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0009","Produk jadi",207,"VNS",387260,"BRG0009","P","AMBROXOL HC","ZPJ1","Produk jadi",207,"VNS","BOTOL","AMBROXOL HC"
"TD","CAB02","IN6114","2022-02-27","CUST55569","BRG0010",98,"DUS","6.94","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0010","Produk jadi",208,"SLCYL",680120,"BRG0010","P","PARACETAMOL","ZPJ1","Produk jadi",208,"SLCYL","BOTOL","PARACETAMOL"
"TD","CAB03","IN6041","2022-02-28","CUST55570","BRG0001",5,"DUS","1.17","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0001","Produk jadi",206,"OGB & PH",5850,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TA","CAB01","IN6069","2022-03-01","CUST55571","BRG0002",4,"DUS","2.34","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0002","Produk jadi",203,"ETIKAL",9360,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"EPM","CAB01","IN6239","2022-03-02","CUST55572","BRG0003",8,"DUS","10.69","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0003","Produk jadi",210,"MARCKS",85520,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TD","CAB02","IN6137","2022-03-03","CUST55573","BRG0004",9,"DUS","8.70","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0004","Produk jadi",201,"VNS",78300,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TA","CAB03","IN6189","2022-03-04","CUST55574","BRG0005",1,"DUS","5.65","Company","KLINIK DR. ANDRI","CAB08","Lampung","Klinik","BRG0005","Produk jadi",203,"SLCYL",5650,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"EPM","CAB04","IN6229","2022-03-05","CUST55575","BRG0006",5,"DUS","2.82","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0006","Produk jadi",205,"OGB & PH",14100,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"TD","CAB05","IN6110","2022-03-06","CUST55576","BRG0007",9,"DUS","4.59","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0007","Produk jadi",206,"ETIKAL",41310,"BRG0007","P","ERGOTAMINE COFFEINE","ZPJ1","Produk jadi",206,"ETIKAL","BOTOL","ERGOTAMINE COFFEINE"
"TA","CAB06","IN6182","2022-03-07","CUST55577","BRG0008",13,"DUS","3.99","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0008","Produk jadi",204,"MARCKS",51870,"BRG0008","P","TETRACYCLINE KAPSUL 250 MG","ZPJ1","Produk jadi",204,"MARCKS","KAPSUL","TETRACYCLINE KAPSUL 250 MG"
"EPM","CAB07","IN6164","2022-03-08","CUST55578","BRG0009",1,"DUS","5.78","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0009","Produk jadi",207,"VNS",5780,"BRG0009","P","AMBROXOL HC","ZPJ1","Produk jadi",207,"VNS","BOTOL","AMBROXOL HC"
"TD","CAB08","IN6016","2022-03-09","CUST55579","BRG0010",5,"DUS","6.94","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0010","Produk jadi",208,"SLCYL",34700,"BRG0010","P","PARACETAMOL","ZPJ1","Produk jadi",208,"SLCYL","BOTOL","PARACETAMOL"
"TD","CAB09","IN6043","2022-03-10","CUST55580","BRG0001",9,"DUS","1.17","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0001","Produk jadi",206,"OGB & PH",10530,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TA","CAB10","IN6020","2022-03-11","CUST55581","BRG0002",1,"DUS","2.34","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0002","Produk jadi",203,"ETIKAL",2340,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"EPM","CAB01","IN6206","2022-03-12","CUST55582","BRG0003",23,"DUS","10.69","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0003","Produk jadi",210,"MARCKS",245870,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TD","CAB01","IN6055","2022-03-13","CUST55583","BRG0004",4,"DUS","8.70","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0004","Produk jadi",201,"VNS",34800,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TA","CAB02","IN6092","2022-03-14","CUST55584","BRG0005",2,"DUS","5.65","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0005","Produk jadi",203,"SLCYL",11300,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"EPM","CAB03","IN6177","2022-03-15","CUST55585","BRG0006",17,"DUS","2.82","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0006","Produk jadi",205,"OGB & PH",47940,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"TD","CAB01","IN6209","2022-03-16","CUST55586","BRG0001",11,"DUS","4.59","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0001","Produk jadi",206,"OGB & PH",50490,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TA","CAB01","IN6250","2022-03-17","CUST55587","BRG0002",12,"DUS","3.99","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0002","Produk jadi",203,"ETIKAL",47880,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"EPM","CAB02","IN6193","2022-03-18","CUST55588","BRG0003",12,"DUS","5.78","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0003","Produk jadi",210,"MARCKS",69360,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TD","CAB03","IN6081","2022-03-19","CUST55589","BRG0004",25,"DUS","6.94","Company","KLINIK DR. ANDRI","CAB08","Lampung","Klinik","BRG0004","Produk jadi",201,"VNS",173500,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TD","CAB04","IN6149","2022-03-20","CUST55590","BRG0001",14,"DUS","1.17","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0001","Produk jadi",206,"OGB & PH",16380,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TA","CAB05","IN6014","2022-03-21","CUST55591","BRG0002",34,"DUS","2.34","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0002","Produk jadi",203,"ETIKAL",79560,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"EPM","CAB06","IN6290","2022-03-22","CUST55592","BRG0003",67,"DUS","10.69","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0003","Produk jadi",210,"MARCKS",716230,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TD","CAB07","IN6051","2022-03-23","CUST55593","BRG0004",15,"DUS","8.70","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0004","Produk jadi",201,"VNS",130500,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TA","CAB08","IN6076","2022-03-24","CUST55594","BRG0005",12,"DUS","5.65","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0005","Produk jadi",203,"SLCYL",67800,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"EPM","CAB09","IN6140","2022-03-25","CUST55595","BRG0006",25,"DUS","2.82","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0006","Produk jadi",205,"OGB & PH",70500,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"TD","CAB10","IN6080","2022-03-26","CUST55596","BRG0007",14,"DUS","4.59","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0007","Produk jadi",206,"ETIKAL",64260,"BRG0007","P","ERGOTAMINE COFFEINE","ZPJ1","Produk jadi",206,"ETIKAL","BOTOL","ERGOTAMINE COFFEINE"
"TD","CAB01","IN6153","2022-03-27","CUST55597","BRG0008",18,"DUS","3.99","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0008","Produk jadi",204,"MARCKS",71820,"BRG0008","P","TETRACYCLINE KAPSUL 250 MG","ZPJ1","Produk jadi",204,"MARCKS","KAPSUL","TETRACYCLINE KAPSUL 250 MG"
"TA","CAB01","IN5979","2022-03-28","CUST55598","BRG0009",18,"DUS","5.78","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0009","Produk jadi",207,"VNS",104040,"BRG0009","P","AMBROXOL HC","ZPJ1","Produk jadi",207,"VNS","BOTOL","AMBROXOL HC"
"EPM","CAB02","IN6098","2022-03-29","CUST55599","BRG0010",19,"DUS","6.94","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0010","Produk jadi",208,"SLCYL",131860,"BRG0010","P","PARACETAMOL","ZPJ1","Produk jadi",208,"SLCYL","BOTOL","PARACETAMOL"
"TD","CAB03","IN6078","2022-03-30","CUST55600","BRG0001",12,"DUS","1.17","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0001","Produk jadi",206,"OGB & PH",14040,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TA","CAB01","IN6085","2022-03-31","CUST55601","BRG0002",25,"DUS","2.34","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0002","Produk jadi",203,"ETIKAL",58500,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"EPM","CAB01","IN6018","2022-04-01","CUST55602","BRG0003",14,"DUS","10.69","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0003","Produk jadi",210,"MARCKS",149660,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TD","CAB02","IN6001","2022-04-02","CUST55603","BRG0004",21,"DUS","8.70","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0004","Produk jadi",201,"VNS",182700,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TA","CAB03","IN6271","2022-04-03","CUST55604","BRG0005",22,"DUS","5.65","Company","KLINIK DR. ANDRI","CAB08","Lampung","Klinik","BRG0005","Produk jadi",203,"SLCYL",124300,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"EPM","CAB04","IN6207","2022-04-04","CUST55605","BRG0006",12,"DUS","2.82","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0006","Produk jadi",205,"OGB & PH",33840,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"TD","CAB05","IN6187","2022-04-05","CUST55606","BRG0007",25,"DUS","4.59","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0007","Produk jadi",206,"ETIKAL",114750,"BRG0007","P","ERGOTAMINE COFFEINE","ZPJ1","Produk jadi",206,"ETIKAL","BOTOL","ERGOTAMINE COFFEINE"
"TD","CAB06","IN5995","2022-04-06","CUST55607","BRG0008",14,"DUS","3.99","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0008","Produk jadi",204,"MARCKS",55860,"BRG0008","P","TETRACYCLINE KAPSUL 250 MG","ZPJ1","Produk jadi",204,"MARCKS","KAPSUL","TETRACYCLINE KAPSUL 250 MG"
"TA","CAB07","IN6156","2022-04-07","CUST55608","BRG0009",24,"DUS","5.78","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0009","Produk jadi",207,"VNS",138720,"BRG0009","P","AMBROXOL HC","ZPJ1","Produk jadi",207,"VNS","BOTOL","AMBROXOL HC"
"EPM","CAB08","IN6232","2022-04-08","CUST55609","BRG0010",10,"DUS","6.94","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0010","Produk jadi",208,"SLCYL",69400,"BRG0010","P","PARACETAMOL","ZPJ1","Produk jadi",208,"SLCYL","BOTOL","PARACETAMOL"
"TD","CAB09","IN5998","2022-04-09","CUST55610","BRG0001",23,"DUS","1.17","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0001","Produk jadi",206,"OGB & PH",26910,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TA","CAB10","IN6227","2022-04-10","CUST55611","BRG0002",12,"DUS","2.34","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0002","Produk jadi",203,"ETIKAL",28080,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"EPM","CAB01","IN6027","2022-04-11","CUST55612","BRG0003",10,"DUS","10.69","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0003","Produk jadi",210,"MARCKS",106900,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TD","CAB01","IN6157","2022-04-12","CUST55613","BRG0004",67,"DUS","8.70","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0004","Produk jadi",201,"VNS",582900,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TA","CAB02","IN6180","2022-04-13","CUST55614","BRG0005",98,"DUS","5.65","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0005","Produk jadi",203,"SLCYL",553700,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"EPM","CAB03","IN6257","2022-04-14","CUST55615","BRG0006",5,"DUS","2.82","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0006","Produk jadi",205,"OGB & PH",14100,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"TD","CAB01","IN6031","2022-04-15","CUST55616","BRG0001",4,"DUS","4.59","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0001","Produk jadi",206,"OGB & PH",18360,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TD","CAB01","IN6082","2022-04-16","CUST55617","BRG0002",8,"DUS","3.99","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0002","Produk jadi",203,"ETIKAL",31920,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TA","CAB02","IN6174","2022-04-17","CUST55618","BRG0003",9,"DUS","5.78","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0003","Produk jadi",210,"MARCKS",52020,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"EPM","CAB03","IN6237","2022-04-18","CUST55619","BRG0004",10,"DUS","6.94","Company","KLINIK DR. ANDRI","CAB08","Lampung","Klinik","BRG0004","Produk jadi",201,"VNS",69400,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TD","CAB04","IN6021","2022-04-19","CUST55620","BRG0001",7,"DUS","1.17","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0001","Produk jadi",206,"OGB & PH",8190,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TA","CAB05","IN6056","2022-04-20","CUST55621","BRG0002",100,"DUS","2.34","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0002","Produk jadi",203,"ETIKAL",234000,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"EPM","CAB06","IN5983","2022-04-21","CUST55622","BRG0003",67,"DUS","10.69","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0003","Produk jadi",210,"MARCKS",716230,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TD","CAB07","IN6139","2022-04-22","CUST55623","BRG0004",78,"DUS","8.70","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0004","Produk jadi",201,"VNS",678600,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TD","CAB08","IN6126","2022-04-23","CUST55624","BRG0005",45,"DUS","5.65","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0005","Produk jadi",203,"SLCYL",254250,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
